1e8efb54-fee3-46cc-ad55-20768c2cb622,Grandstream gxw4004 Global Default,Grandstream Global Default,grandstream, grandstream/gxw4004/{$mac}.xml
783cd822-6adc-4d89-80d6-f695cdc24366,Grandstream gxw4008 Global Default,Grandstream Global Default,grandstream, grandstream/gxw4008/{$mac}.xml
3c4bb9c6-8fc3-4388-b4dc-4e0f444f3f47,Grandstream gxw40xx Global Default,Grandstream Global Default,grandstream, grandstream/gxw40xx/{$mac}.xml
34de2779-0228-41eb-8492-98cdfb3d7b80,Grandstream gxw410x Global Default,Grandstream Global Default,grandstream, grandstream/gxw410x/{$mac}.xml
4c439306-0d57-44f3-9535-4d5543f58194,Grandstream gxw42xx Global Default,Grandstream Global Default,grandstream, grandstream/gxw42xx/{$mac}.xml
dc0d3652-226c-446f-aff4-ee83961af6e9,Grandstream ht502 Global Default,Grandstream Global Default,grandstream, grandstream/ht502/{$mac}.xml
c647c88e-66a3-47d1-b8db-0a5b751d0bfa,Grandstream ht503 Global Default,Grandstream Global Default,grandstream, grandstream/ht503/{$mac}.xml
5369ab9b-5c50-43e4-8dd9-0f4e010681c1,Grandstream ht701 Global Default,Grandstream Global Default,grandstream, grandstream/ht701/{$mac}.xml
1e83923b-313a-4607-a4a7-e708ee08f132,Grandstream ht702 Global Default,Grandstream Global Default,grandstream, grandstream/ht702/{$mac}.xml
368fa510-1c57-4cdb-8b9d-7936e19f506a,Grandstream ht704 Global Default,Grandstream Global Default,grandstream, grandstream/ht704/{$mac}.xml
a1c37f7e-ee67-4078-b0d7-c5cefd5cab42,Linksys spa2102 Global Default,Linksys Global Default,linksys, linksys/spa2102/{$mac}.xml
c72bb451-862f-4c59-9535-39d95afe36ab,Linksys spa3102 Global Default,Linksys Global Default,linksys, linksys/spa3102/{$mac}.xml
62b029c1-955c-44b3-a90c-7430eb6fdf0f,Linksys spa921 Global Default,Linksys Global Default,linksys, linksys/spa921/{$mac}.xml
0a7fdc96-47cf-447d-bd23-85bc33cf32c5,Linksys spa941 Global Default,Linksys Global Default,linksys, linksys/spa941/{$mac}.xml
2fd8e858-c7b6-4e37-b433-f2ca3d2d72ed,Linksys spa942 Global Default,Linksys Global Default,linksys, linksys/spa942/{$mac}.xml
64f2d900-df7b-4657-ab40-ef4d9739936c,Panasonic tgp500 Global Default,Panasonic Global Default,panasonic, panasonic/tgp500/{$mac}.cfg
44bfff01-8020-420c-83fe-495af1f340fa,Panasonic tgp550 Global Default,Panasonic Global Default,panasonic, panasonic/tgp550/{$mac}.cfg
d8e1493f-b590-407b-84ca-f17a6f75ee6e,Panasonic ut113 Global Default,Panasonic Global Default,panasonic, panasonic/ut113/{$mac}.xml
29598d41-4304-4a03-b1f8-80c12627fe16,Panasonic ut123 Global Default,Panasonic Global Default,panasonic, panasonic/ut123/{$mac}.xml
b8117c13-aa04-4b3e-b7f4-f5967f9ab580,Panasonic ut133 Global Default,Panasonic Global Default,panasonic, panasonic/ut133/{$mac}.xml
3bb0a23f-4991-43a2-97ae-df79af1c4a76,Panasonic ut136 Global Default,Panasonic Global Default,panasonic, panasonic/ut136/{$mac}.xml
e8de71ce-b33e-4af6-9928-b5e1e8a40060,Panasonic ut670 Global Default,Panasonic Global Default,panasonic, panasonic/ut670/{$mac}.cfg
62caae6b-72f5-4e34-bc82-d815f6cdc4da,Polycom 4.x Global Default,Polycom Global Default,polycom, polycom/4.x/{$mac}.cfg
65ef638a-531b-4980-8722-4d8ae99f6b67,Polycom 5.x Global Default,Polycom Global Default,polycom, polycom/5.x/{$mac}.cfg
0e2fe962-0af3-45bb-af57-a4caba25c8bf,Polycom 650 Global Default,Polycom Global Default,polycom, polycom/650/{$mac}.cfg
4fb659da-69b0-4ac7-8973-1e8b9526f234,Polycom 8030 Global Default,Polycom Global Default,polycom, polycom/8030/{$mac}.cfg
7ee38911-4c60-4619-8e20-f9df0fa918fc,Snom 300 Global Default,Snom Global Default,snom, snom/300/{$mac}.xml
3ae81add-81d6-4c31-9cbc-a27765702320,Snom 320 Global Default,Snom Global Default,snom, snom/320/{$mac}.xml
ba175ad1-7d5c-4a2b-a0f3-6c8f1190d760,Snom 360 Global Default,Snom Global Default,snom, snom/360/{$mac}.xml
362299cb-d52f-4f08-943d-8cda230ca303,Snom 3xx Global Default,Snom Global Default,snom, snom/3xx/{$mac}.xml
b1fa22be-c0f9-4acb-83c4-cbc1776296c7,Snom 720 Global Default,Snom Global Default,snom, snom/720/{$mac}.xml
406f8cc7-87d3-4602-99b7-38f6f593995d,Snom 7xx Global Default,Snom Global Default,snom, snom/7xx/{$mac}.xml
941c948e-37e8-4032-9f4d-5bd5128d27f9,Snom 820 Global Default,Snom Global Default,snom, snom/820/{$mac}.xml
d1e24b87-6ae6-4529-af9d-40f4b93f90f5,Snom 8xx Global Default,Snom Global Default,snom, snom/8xx/{$mac}.xml
5c614307-d78b-4210-bce0-f491155499b7,Snom m3 Global Default,Snom Global Default,snom, snom/m3/{$mac}.cfg
5507fffd-b918-452e-8a5c-4988ffc04f6e,Yealink cp860 Global Default,Yealink Global Default,yealink, yealink/cp860/{$mac}.cfg
bf098fec-d893-46cb-bcad-dcad958c0821,Yealink t20p Global Default,Yealink Global Default,yealink, yealink/t20p/{$mac}.cfg
0363e287-c251-41aa-b195-177eabec6d13,Yealink t21p Global Default,Yealink Global Default,yealink, yealink/t21p/{$mac}.cfg
4c07f798-7cb4-40e7-b7aa-aeb9537849a1,Yealink t22p Global Default,Yealink Global Default,yealink, yealink/t22p/{$mac}.cfg
30170f34-d305-4064-9884-93d7bd196a26,Yealink t23g Global Default,Yealink Global Default,yealink, yealink/t23g/{$mac}.cfg
ac797e32-f970-4b0f-a96f-eeea210c11f9,Yealink t23p Global Default,Yealink Global Default,yealink, yealink/t23p/{$mac}.cfg
df564436-6d9f-4c3e-b527-2250f8d8bfaa,Yealink t26p Global Default,Yealink Global Default,yealink, yealink/t26p/{$mac}.cfg
8680dc15-2ba2-49f9-9be5-ff5f6fd1fe4a,Yealink t27p Global Default,Yealink Global Default,yealink, yealink/t27p/{$mac}.cfg
5353fc4f-bbe2-4b8b-940e-fbaaf462e58f,Yealink t28p Global Default,Yealink Global Default,yealink, yealink/t28p/{$mac}.cfg
3a134687-1731-435a-a1b0-5969d84e49a9,Yealink t29g Global Default,Yealink Global Default,yealink, yealink/t29g/{$mac}.cfg
9a6c7761-8beb-4f9a-9cd9-e76f8bacd424,Yealink t32g Global Default,Yealink Global Default,yealink, yealink/t32g/{$mac}.cfg
420fc6d9-4adf-48d5-bcde-d67ded84e2f7,Yealink t38g Global Default,Yealink Global Default,yealink, yealink/t38g/{$mac}.cfg
7b4a6458-b1fa-4edc-860a-b441aa78a602,Yealink t41p Global Default,Yealink Global Default,yealink, yealink/t41p/{$mac}.cfg
9a9bdc6d-8dc9-41af-9e45-490ae2df0abc,Yealink t42g Global Default,Yealink Global Default,yealink, yealink/t42g/{$mac}.cfg
c4d75a66-71e1-46ea-97c5-5146691b3d79,Yealink t46g Global Default,Yealink Global Default,yealink, yealink/t46g/{$mac}.cfg
92da6aee-6685-4434-b75d-0afe6c0cf7b8,Yealink t48g Global Default,Yealink Global Default,yealink, yealink/t48g/{$mac}.cfg
169162fa-2810-4a2a-8b47-e2d46fa1c3f5,Yealink t49g Global Default,Yealink Global Default,yealink, yealink/t49g/{$mac}.cfg
a3b5b853-c50b-461f-a106-3464f77f4904,Yealink vp530 Global Default,Yealink Global Default,yealink, yealink/vp530/{$mac}.cfg
0d67f82c-2085-456e-8205-8bdeae9ea975,Yealink w52p Global Default,Yealink Global Default,yealink, yealink/w52p/{$mac}.cfg
